Tweet,Etiket
vatandaşlara çağrıda bulunan afad depremlerde ve acil durumlarda iletişimin kesilmemesi için internet tabanlı haberleşme uygulamaları ve smsi tercih edin denildi httpstcovq6stvwgec,Tarafsız
izmirde meydana gelen ve çevre illerden de hissedilen depremden etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimi iletiyorum uzman ekiplerimiz ile depremden etkilenen vatandaşlarımızın yanındayız rabbim ülkemizi her türlü afetten korusun,Tarafsız
teyzemin evi bayraklı son dakikada komşuları kurtarmış çıkardıkları an apartman çökmüş o kadar korkmuş ki konuşamıyor kadın httpstcoe1uoplzhog,Tarafsız
seferihisarda deniz taşmış deprem httpstcowzpleu5i1p,Tarafsız
lütfen deprem anında hayat üçgenini yapın eğer sabit eşyanız yoksa dolabı yatağınızdan uzağa koyun böylelikle yatağın yanında durabilirsiniz httpstco2marclz0xd,Tarafsız
izmirde bir binanın yıkılma anı deprem httpstcoulh25sot7i,Tarafsız
izmirde yaşanan depremin büyüklüğünü afad 67 kandilli rasathanesi 68 abd jeoloji araştırmaları merkezi 70 olarak açıkladı httpstcoy4hsewx3al,Tarafsız
allahım sen yardım et izmir deprem httpstcotknv0aromj,Tarafsız
şu an ailemin olduğu izmir seferihisar civarında 66 büyüklüğünde bir deprem oldu ardından yaşanan tusunami evimizin olduğu yeri bu hale getirdiseferihisar deprem httpstcoqps5isr1dr,Tarafsız
son dakika izmir seferihisarda yaşanan deprem sonrası deniz taştı httpstcoydmfx3nvsm,Tarafsız
önemli lütfen duyarli olalim deprem izmir geçmişolsunizmir httpstcowsotywx0el,Tarafsız
haftaya da deprem riski oldukça yüksek özellikle muğla afyon istanbul ve selanik arasındaki alanlarda hissedilir ataklar gerçekleşebilir not windy hava uygulaması verilerine göre yapılan analizdir deprem çantalarınızı kontrol ediniz httpstcok7qgzucymz,Olumsuz
izmirde meydana gelen çevre illerde de hissedilen deprem nedeniyle bölgedeki vatandaşlarımıza geçmiş olsun dileklerimi iletiyorum dualarımız can kaybının olmaması için,Tarafsız
çok büyük geçmiş olsun izmir deprem httpstcofhk6unbpdu,Tarafsız
izmirin seferihisar ilçesinde meydana gelen depremin ardından 60 ilden 250 kişilik arama kurtarma ekibimiz deprem bölgesine hareket etti,Tarafsız
bir hafta önce depremin tam yerini söylemişti prof dr övgün ahmet ercandan izmirdeki deprem sonrası açıklama httpstco4cqk48lfw9 httpstco86ztplxnf3,Tarafsız
şu anda izmire gidiyorum deprem bölgesinden sizlere bilgiler vereceğim httpstcongqfmo1drf,Tarafsız
depreme yönelik hayat kurtaran uyarilar bunu yayalim okuyalim dostlar istanbul izmir deprem httpstcozys9wbsgfp,Tarafsız
izmirde meydana gelen 66 büyüklüğündeki depremden etkilenen tüm vatandaşlarımıza geçmiş olsun hasar tespit çalışmaları ve yıkılan binaların enkaz kaldırma işlemleri hızla başlamıştır devletimiz tüm kurum ve kuruluşlarıyla aziz milletimizin yanındadır,Tarafsız
izmirin seferihisar ilçesinin açıklarında 66 büyüklüğünde deprem deprem sonrası izmirden ilk görüntüler httpstcoja4wphilhr httpstcogci3utxndy,Tarafsız
adliye civarında yıkılan binalar var avukat arkadaşım şu çatlayan binadaydı ve deprem anında ayakta dahi kalamadıklarını söyledi umarım can kaybı olmaz ölümle aramızda çok ince bir çizgi var gerçekten allah yardımcıları olsun izmir deprem httpstco0ytapjz1vv,Olumsuz
deniz taşti izmir seferihisarda yaşanan depremden sonra deniz taştı üst katlarda insanların mahsur kaldığı bildiriliyor httpstcohvsfq0vnao,Tarafsız
özellikle deprem bölgesindeki dostlara 1 wifi parolalarınızı kaldırın bu sayede iletişim ağını genişletin 2 sesli arama yerine sms kullanın 3 sosyal medyadaki otomatik video izleme modunu kapatın video paylaşmayın 4 veriyi çok tüketen uygulamardan uzak durun deprem,Tarafsız
önemli izmir açıklarında meydana gelen deprem sonrası bölgedeki hasarlı yapılara kesinlikle girilmemesi gerekmektedir httpstco0xzf3ddhd8,Tarafsız
lütfen bunlara dikkat edelim deprem httpstcogdft3dd6ul,Tarafsız
izmirde yaşayıp yardıma ihtiyacı olan veya birilerinin yardıma ihtiyacı olduğunu bilen herkes bana mesaj atabilir,Tarafsız
sevgili dostlar zorunda kalmadıkça mobil hattı işgal etmeyiniz deprem izmir httpstcoqpj3rjhhtj,Tarafsız
izmir açıklarında meydana gelen depremde herhangi bir can kaybının yaşanmaması tek dileğimizdir türkiye bir deprem ülkesidir ülkemizde bilimi hiçe sayan rantçı politikalar sebebiyle bugüne kadar depremlerde binlerce insanımızı kaybettik,Tarafsız
izmir seferihisar ufak çaplı bir tsunami var gibi herkes yüksek yerlere çıksın httpstco3ntnrkk7xd,Tarafsız
allah rızası için zorunlu kalmadıkça mobil hatları meşgul etmeyelim afet yerlerindeki kardeşlerimizi düşünelim izmir,Tarafsız
geçmiş olsun izmir gerek olmadığı sürece mobil hatları meşgul etmeyelim httpstco4sl6lg2j7r,Tarafsız
allah esirgesin allaha emanet olasın güzel ülkem deprem,Tarafsız
önemli izmir açıklarında meydana gelen deprem sonrası bölgedeki hasarlı yapılara kesinlikle girilmemesi gerekmektedir httpstcolkzaftycgl,Tarafsız
art arda gerçekleşen kuşadası merkezli depremler hepimizi endişelendirdi bütün birimlerimiz ben ve mesai arkadaşlarım sizlerin yardımına koşmak için hazır durumdayız 444 71 14 numaralı hattan bize ulaşabilirsiniz,Tarafsız
ö n e m l i httpstcogpctofxtrx,Tarafsız
seferihisar da depremden sonra deniz de taşma deprem izmirdeprem httpstcojgpmjkgmat,Tarafsız
depremlerde ve acil durumlarda iletişimin kesilmemesi için internet tabanlı haberleşme uygulamaları ve smsi tercih edin afadbaskanlik mgulluoglu huseyinbeyogluu httpstco1jsu732oxx,Tarafsız
lütfen gerekmedikçe telefon hatlarını meşgul etmeyelim mümkün olduğunca sms ve anlık mesajlaşma uygulamalarını kullanalım telegram signalwhatsapp internette aşırı veri tüketmeyelim deprem bölgesindekiler lütfen wifilarını şifresiz hale getirin deprem izmir,Tarafsız
izmir bornovada bir bina yıkıldı deprem httpstcomzkvsyoiqi,Tarafsız
izmir bornova özkanlar mahallesinde yıkılan bir bina çok acı allah yardımcıları olsun telefon hatları hâlâ çalışmıyor izmir httpstcowpjrpw5slw,Tarafsız
izmirde deprem sonrası seferihisarda deniz taştı deprem httpstcoip7i8lcnmv,Tarafsız
inşallah can kaybımız yoktur gerekmedikçe mobil hatları meşgul etmeyelim lütfen deprem httpstcoqca8twstku,Tarafsız
önemli gerekmedikçe cep telefonlarınızı lütfen meşgul etmeyin egedeki dostlarımızın haberleşebilmesi için bir süre hatları kullanmayın deprem izmir httpstcorksq6aqd6d,Tarafsız
depremin ardından izmir itfaiyesine 100 civarında bina çökmesi ihbarı geldiği öğrenildi httpstco4cqk48lfw9 httpstcoupyyutxu4g,Tarafsız
son dakika rt afad izmirde binalara girmeyin binalardan uzak durun deprem,Tarafsız
izmirde meydana gelen ve tüm bölgede hissedilen depremde can kaybı ve yaralı olmamasını diliyorum depremden etkilenen bölge halkına çok geçmiş olsun,Tarafsız
depremin şiddeti deprem sırasında canlı yayında olan oyuncunun kamerasına böyle yansıdı deprem httpstcoqpe1xeespo,Olumsuz
afad izmir açıklarında meydana gelen deprem sonrası bölgedeki hasarlı yapılara kesinlikle girilmemesi gerekmektedir httpstcomehnmgnrig,Tarafsız
izmirde su seviyesinin yükselmesiyle vatandaşlar binaların tepelerine çıkıyor deprem httpstcopu8pmmtnkv,Tarafsız
afaddan uyari hasarlı binalara girmeyin httpstcofasrvxm4jz httpstcoyipuahngui,Tarafsız
izmir deprem alaçatı tsunami deliklikoy httpstcofo74dihpbj,Tarafsız
depremin uzunluğunu ve şiddetini net şekilde gösteren bir video httpstco2mlofgbxrl,Olumsuz
acil rt bina altında kalan bir öğrenciye ulaştık inci okan için acil destek bina çökmüş su borusu patlamış mahzur kaldığı yere su doluyormuş tlf 35 şarja düşmüş yardım istiyor adres 28313 sokak no 2 daire mansuroğlu mah bornova deprem izmir,Tarafsız
geçmiş olsun lütfen acil olmadığı sürece telefon hatlarını meşgul etmeyelim rabbim yar ve yardımcınız olsun duacınızız deprem,Tarafsız
önemli httpstcopxhbwyjrke,Tarafsız
izmir bornova ve bayraklıda 6 binanın yıkıldığı bilgisi var inşallah can kaybı olmadan bu afeti atlatırız ege bölge mürlüğümüz ekipleri ve temsilcilerimiz yıkılan binaların olduğu yerde tarama ve destek çalışmalarına başladılar geçmiş olsun izmir rabbim muhafaza etsin,Tarafsız
dikkat yardımlara engel olmamak adına telefonları meşgul etmeyin whatsap messenger gibi uygulamalar kullanın lütfen httpstcodwmaxlwjy7,Tarafsız
izmirde 6 bina yıkıldı haberi var bu görüntü de deprem sırasında yıkılan bir apartmana ait dilerim can kaybı yoktur httpstcolhzucertgf,Tarafsız
deprem kusadasi korfezi ege denizi httpstcohdc1tlbov8 30102020 152911 tsi büyüklük 42 derinlik 69 km kandilli,Tarafsız
akut izmir ekip lideri ramazan ergut izmir bölgesinde olan vatandaşlarımızdan ilk ve tek ricamız özel araçları ile yollara çıkmasınlar araçlarını bıraksınlar güvenli toplanma alanlarına gitsinler trafik ekiplerimizi engellemektedir deprem izmir httpstco6wgruhb2xy,Tarafsız
lütfen cep telefonlarını meşgul etmeyelim gerekmedikçe bir süre kimseyi aramayalım geçmiş olsun hepimize sağduyu ve itidali elden bırakmayalım deprem izmir,Tarafsız
deprem bilim insanlarıuzmanlar hem de yer şiddet vererek uyardılarmesela ahmet mete ışıkara izmiri depreme hazırlamamız lazım hasan sözbilir izmir istanbula göre daha tehlikeliseferihisar 7 büyüklüğünde deprem üretebilir sonuç hiç bir şey yapılmadı httpstcolwdboxcese,Olumsuz
sessizlik yıkım olan bölgenin sessiz olması çok önemli bu sayede enkaz altındakilerin yardım çağırısı duyulabilir sessizlik izmir,Tarafsız
bornova belediye başkanı bayraklıda ciddi anlamda bina yıkımları var httpstco8kwuh1wrvp httpstcoqch64njdj1,Tarafsız
izmirde meydana gelen depremden etkilenen tüm vatandaşlarımıza geçmiş olsun devletimizin tüm imkanlarıyla depremden etkilenen vatandaşlarımızın yanındayız ilgili tüm kurumlarımızla bakanlarımızla bölgede gerekli çalışmalara başlamak için harekete geçtik,Tarafsız
sevdiklerimize ulaşmaya çalisiyoruz lütfen bu konuya dikkat edelim httpstcoyimhc6ys91,Tarafsız
izmirimize geçmiş olsun her türlü desteğe hazırız umarız en az kayıpla süreci atlatırız sosyal medyada sorumlu olalım telaş korku yaratacak her türlü paylaşımdan kaçınalım ilgili devlet kurumlarımızın uyarılarına hassasiyet gösterelim deprem,Olumsuz
merkez üssü izmir seferihisar olan 66 büyüklüğündeki deprem den etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimi iletiyorum devletimizin ilgili birimleri bölgeye yönlendirildi can kaybının olmaması dileğiyle rabbim ülkemizi her türlü afetlerden muhafaza eylesin httpstcoqnvxtet21h,Tarafsız
izmirin bazı noktalarında denizin çekildiği gözlemlendi httpstcoaixc72ib69,Tarafsız
önemli lütfen dikkat edelim deprem httpstcozanbspj2mk,Tarafsız
hepimize gecmis olsun izmir deprem,Tarafsız
seferhisarda deniz çok şiddetli olmuş httpstcolyoqco5in0,Olumsuz
lütfen dikkat httpstcoun96iwhiqj,Tarafsız
şebekelerin uzun süre meşgul kalmaması için lütfen yakınlarınız ile telefon görüşmelerinizi kısa tutarak haberleşmek için kısa mesaj servisleri ile internet tabanlı mesajlaşma uygulamalarını tercih ediniz,Tarafsız
izmir büyükşehir belediye başkanı tunç soyer halk tvde son durum hakkında bilgi verdi buca ve bayraklıda yıkım var,Tarafsız
izmir bornovada gönüllü vatandaşlar göçük altında kalanlara ulaşmaya çalışıyor httpstcohjcfwgqtwi,Tarafsız
marmara ve bursada bile hissedilen izmir deprem büyüklüğü 68 muğla sisam adasında ise 48 olarak gerçekleşti artçıların gelebileceği söyleniyor rabbim vatandaşlarımızı muhafaza eyle httpstconbuhuhms4o,Tarafsız
izmirde depremin ardından deniz suyu yükseldi httpstcoz6obrewit4 httpstcouh3mh25sx4,Tarafsız
mecbur kalmadıkça mobil şebekeyi kullanmayalım deprem bölgelerinde bulunan arkadaşlar wifilerdeki şifreleri kaldırsınlar olası hat kitlenmesi durumunda alternatif iletişim aracı olarak kullanılabilsin deprem izmir,Tarafsız
görüntüler izmir seferihisardan deprem sonrası oluşan tsunami deniz sularını şehrin içlerine kadar getirdi httpstcoywgfbfo9kc,Tarafsız
izmir seferihisarda denizin yükseldiği bildiriliyor dileriz hiçbir can kaybı olmaz deprem httpstcosqssx4yarp,Tarafsız
acil rt bina altında kalan bir öğrenciye ulaştık inci okan için acil destek bina çökmüş su borusu patlamış mahzur kaldığı yere su doluyormuş tlf 35 şarja düşmüş yardım istiyor adres 28313 sokak no 2 daire mansuroğlu mah bornova deprem,Tarafsız
soylu bornova ve bayraklıda 6 bina yıkıldığı ihbarı geldi httpstcobsyzvmrukd httpstcoo81hqygzqn,Tarafsız
ege denizinde 68 şiddetinde meydana gelen izmir ve bölge illerimizde hissedilen deprem nedeniyle tüm vatandaşlarımıza geçmiş olsun diyorum can ve mal kaybı olmaması en büyük temennimiz rabbim vatanımızı ve milletimizi her türlü afet ve müsibetten muhafaza eylesin,Olumsuz
izmir seferihisarda deprem sonrası deniz taştı sokaklar suyla dolmaya devam ediyor allahım sen koru httpstcolwxqqcqxdk,Tarafsız
yaşadığımız 68 şiddetindeki deprem sonrası afet merkezine doğru yoldayım mevcut durumu anbean yerinde kontrol ediyoruz ekiplerimiz iş başında,Olumsuz
akut izmir ekip lideri ramazan ergut bayraklıdayım çok büyük kargaşa var insanlar dışarıda herkes yakınlarına ulaşmaya çalışıyor vatandaşlarımızdan ricamız yolları açık bıraksınlar,Tarafsız
depremin merkez üssü seferihisarda deniz taştı depremin merkez üssü olan seferihisarda depremin ardından deniz seviyesi yükselerek taşkına yol açtı sosyal medyadan görüntüleri paylaşan vatandaşlar üst katlarda mahsur kalanlar olduğunu belirtiyor deprem httpstcoayvfz8xywj,Tarafsız
geçmiş olsun izmir depremi hisseden ve etkilenen herkese çok çok geçmiş olsun allah teâlâ yardımcınız olsun,Tarafsız
izmir seferihisarda meydana gelen 66 şiddetindeki depremden etkilenen tüm vatandaşlarımıza geçmiş olsun dileklerimizi iletiyoruz allah ülkemizi ve milletimizi her türlü afetlerden muhafaza etsin ugurcan_gulec httpstcorfoimshsfl,Olumsuz
sondakika çöken bir binada arama kurtarma çalışması başlatıldı yunan basını yunanistanda da yıkılan binalar olduğunu bildirdi ege denizinde meydana gelen 66 büyüklüğündeki depremde şuana ana kadar izmir bornova ve bayraklıda 6 bina yıkıldı deprem httpstcown7vabdtze,Tarafsız
izmir depreminden görüntüler gelmeye devam ediyor via bpthaber httpstcodowgyvvmr9,Tarafsız
izmirde deprem olduailesi izmirde olup cezaevinde olanlar nasil bir kaygi nasil bir panik icindedir simdilütfen ailelerinden haber almalarina imkan sağlayin lüfen adalet_bakanlik abdulhamitgul,Tarafsız
elden ele yayalım geçmiş olsun izmir deprem httpstcon6nhzicmyk,Tarafsız
seferihisarda deniz seviyesinin yükselmesi ile birçok eve su bastığı bildiriliyor httpstco8mcew9cfms,Tarafsız
tekrar hatırlamakta yarar var görüşme süresi kısa tutulacak mümkünse sms ile internet tabanlı bas konuş uygulamaları da kullanılabilir deprem izmir httpstcogfy0zdfgyw,Tarafsız
izmir seferihisar merkezli 66 şiddetindeki depremde can kaybı olmaması en büyük temennimizdir allah tekrarından korusun geçmişolsunizmir deprem,Olumsuz
geçmiş olsun izmir allah korusun deprem bir gerçek ama buna uygun tedbirlerimiz var mı umarım cana gelmemiştir,Tarafsız
arkadaşlar lütfen telefon hatlarını çok meşgul etmeyelim izmirdeki yakınlarımızın iyi olduğunu öğrenip hemen kapatalım çok önemli deprem izmir,Tarafsız
izmirde meydana gelen depremde yıkılan ve hasar gören binalar var arama kurtarma çalışmaları başlatıldı httpstcoofmgn3fh3e httpstcok5uly9nite,Tarafsız
izmirde deprem sonrası seferihisarda deniz taştı httpstcod0bkfqulve,Tarafsız
zorunda kalmadıkça mobil hattı işgal etmeyiniz deprem istanbul izmir httpstcok3ewm1myqh,Tarafsız
ntv ege bölge temsilcisi merih ak kentte büyük bir kaos var trafik felç olmuş durumda yardım ekipleri yıkıntı olan yerlere ulaşamıyor deprem,Tarafsız
allahım sen koru deprem izmir httpstcokcb9gjnnfz,Tarafsız
izmir seferihisarda oluşan tsunamiden bir başka görüntü deprem httpstcor9je517u0d,Tarafsız
halkı manipüle etmeye ve algı oluşturmaya yönelik görüntülere yer verilmemelidir içeriği boşaltılmış bilgiler kitlelere ulaştırılmamalıdır sosyal medyada dolaşan asılsız bilgilere itibar edilmemeli doğru bilgi için resmi kaynaklar takip edilmelidir deprem umed,Tarafsız
izmirde yayındayken depreme yakalandı deprem izmir istanbul 66 seferihisar depremizmir izmirdeprem bornova bayraklı httpstcoptoonfcimz,Tarafsız
akut izmir ekip lideri ramazan ergut izmir bölgesinde olan vatandaşlarımızdan ilk ve tek ricamız özel araçları ile yollara çıkmasınlar araçlarını bıraksınlar güvenli toplanma alanlarına gitsinler trafik ekiplerimizi engellemektedir izmirdeki vatandaşlarimiza duyurulur,Tarafsız
